droughtDate,droughtLvl,areaPct,fireName,county,acres,fireDate,countyList,countyCount
16/10/2018,D3,2.87,Orchard,Riverside,"1,580",16/09/2006,,
16/10/2018,D4,0,Ranch,Riverside,"1,670",17/09/2006,,
09/10/2018,D0,84.84,Pinnacles,San Bernardino,"2,370",19/09/2006,,
09/10/2018,D1,47.94,Bassetts,Sierra,"2,114",19/09/2006,,
09/10/2018,D2,22.77,Noble,Mendocino,"1,014",24/09/2006,,
09/10/2018,D3,4.87,Phelps,Fresno,"1,600",25/10/2006,,
09/10/2018,D4,0,Esperanza,Riverside,"40,200",26/10/2006,,
02/10/2018,D0,87.82,Shekell,Ventura,"13,600",03/12/2006,,
02/10/2018,D1,47.97,Westside,Kern,"4,025",07/12/2006,,
02/10/2018,D2,22.82,Dos Amigos,Merced,"1,232",03/06/2005,,
02/10/2018,D3,4.93,Five,Fresno,"5,514",04/06/2005,,
02/10/2018,D4,0,Sperry,Stanislaus,"1,330",04/06/2005,,
25/09/2018,D0,87.82,Pioneer,San Bernardino,"1,876",18/06/2005,,
25/09/2018,D1,47.97,Paradise,San Bernardino,"3,082",22/06/2005,,
25/09/2018,D2,22.82,Soboba,Riverside,"2,000",22/06/2005,,
25/09/2018,D3,4.94,Hackberry,San Bernardino,"71,000",22/06/2005,,
25/09/2018,D4,0,Bailey,Madera,"1,056",02/07/2005,,
18/09/2018,D0,87.82,Tovey,Los Angeles,"1,200",05/07/2005,,
18/09/2018,D1,47.97,Millwood,Tulare,"2,600",07/07/2005,,
18/09/2018,D2,22.82,Nine,Tulare,"1,150",09/07/2005,,
18/09/2018,D3,4.94,Tesla,Alameda,"6,744",19/07/2005,,
18/09/2018,D4,0,China Lake,Kern,"1,282",19/07/2005,,
11/09/2018,D0,87.82,Kingston,San Bernardino,"3,500",22/07/2005,,
11/09/2018,D1,47.97,Cowpie,Merced,"3,200",01/08/2005,,
11/09/2018,D2,22.82,Halloran,San Bernardino,"1,500",03/08/2005,,
11/09/2018,D3,4.94,Deer,Lake,"1,700",09/08/2005,,
11/09/2018,D4,0,ThirySix,Tehama,"2,700",10/08/2005,,
04/09/2018,D0,86.21,Barrel,Modoc,"24,800",22/08/2005,,
04/09/2018,D1,47.58,Harding,Sierra,"2,270",24/08/2005,,
04/09/2018,D2,22.89,Manton,Tehama,"1,830",26/08/2005,,
04/09/2018,D3,2.77,Blaisdell,Riverside,"5,493",26/08/2005,,
04/09/2018,D4,0,Gorman,Kern,"2,386",03/09/2005,,
28/08/2018,D0,86.21,Pine,Tulare,"1,600",19/09/2005,,
28/08/2018,D1,47.58,Topanga,San Bernardino,"24,175",28/09/2005,,
28/08/2018,D2,21.05,San Timoteo,Riverside,"1,100",28/09/2005,,
28/08/2018,D3,2.77,Harvard,Los Angeles,"1,094",29/09/2005,,
28/08/2018,D4,0,River,Madera,"6,000",05/10/2005,,
21/08/2018,D0,86.21,Border 50,San Diego,"4,103",05/10/2005,,
21/08/2018,D1,47.19,Woodhouse,Riverside,"6,500",05/10/2005,,
21/08/2018,D2,20.75,School,Ventura,"3,891",18/11/2005,,
21/08/2018,D3,2.77,Pleasure Fire,Riverside,"2,464",25/04/2004,,
21/08/2018,D4,0,India,San Diego,"2,040",02/05/2004,,
14/08/2018,D0,86.16,Eagle,Riverside,"8,831",02/05/2004,,
14/08/2018,D1,47.19,Cerrito,Riverside,"16,460",03/05/2004,,
14/08/2018,D2,20.75,Cachuma,Santa Barbara,"1,127",03/05/2004,,
14/08/2018,D3,2.77,Cottonwood,Riverside,"1,845",12/05/2004,,
14/08/2018,D4,0,Gaviota,Santa Barbara,"7,440",05/06/2004,,
07/08/2018,D0,86.17,Meadow,Mariposa,"5,060",27/06/2004,,
07/08/2018,D1,45.05,Bluff,Shasta,"3,304",28/06/2004,,
07/08/2018,D2,20.75,Verbenia,Riverside,"3,833",11/07/2004,,
07/08/2018,D3,2.77,Gatos,Fresno,"1,307",11/07/2004,,
07/08/2018,D4,0,Pine,Los Angeles,"17,418",12/07/2004,,
31/07/2018,D0,86.16,Mataguary,San Diego,"8,649",13/07/2004,,
31/07/2018,D1,44.8,State Melton,Riverside,"3,667",17/07/2004,,
31/07/2018,D2,20.75,Foothill,Los Angeles,"6,002",17/07/2004,,
31/07/2018,D3,2.77,Pelican,Stanislaus,"1,500",19/07/2004,,
31/07/2018,D4,0,Crown Complex,Los Angeles,"18,026",20/07/2004,,
24/07/2018,D0,86.18,Straylor,Lassen,"3,422",22/07/2004,,
24/07/2018,D1,44.73,Irongate,Siskiyou,"2,400",24/07/2004,,
24/07/2018,D2,20.75,Sims,Trinity,"4,030",28/07/2004,,
24/07/2018,D3,2.77,East,Los Angeles,"1,330",07/08/2004,,
24/07/2018,D4,0,Copper,Calaveras,"3,443",08/08/2004,,
17/07/2018,D0,85.15,Kincaid,Santa Clara,"1,246",08/08/2004,,
17/07/2018,D1,44.14,Early,Tuolumne,"1,670",09/08/2004,,
17/07/2018,D2,20.75,Oregon,Butte,"2,030",11/08/2004,,
17/07/2018,D3,2.77,Bear,Shasta,"10,848",11/08/2004,,
17/07/2018,D4,0,Deep,Tulare,"3,148",12/08/2004,,
10/07/2018,D0,85.15,French,Shasta,"13,005",14/08/2004,,
10/07/2018,D1,44.12,Geysers,Lake,"12,525",03/09/2004,,
10/07/2018,D2,20.75,Pattison,Calaveras,"2,476",03/09/2004,,
10/07/2018,D3,2.77,Cement,Napa,"1,100",04/09/2004,,
10/07/2018,D4,0,Runaway,San Bernardino,"1,007",07/09/2004,,
03/07/2018,D0,85.15,Old Highway,Mariposa,"1,347",12/09/2004,,
03/07/2018,D1,44.17,Power,Amador,"16,800",06/10/2004,,
03/07/2018,D2,20.75,Rumsey,Yolo,"39,138",10/10/2004,,
03/07/2018,D3,2.77,Freds,El Dorado,"7,700",13/10/2004,,
03/07/2018,D4,0,Local,Riverside,"12,000",23/02/2003,,
26/06/2018,D0,85.08,Delima,Tulare,"3,000",03/05/2003,,
26/06/2018,D1,44.17,Bird,San Joaquin,"6,804",01/06/2003,,
26/06/2018,D2,20.75,Tejon,Kern,"1,155",29/06/2003,,
26/06/2018,D3,2.77,Parkhill,San Luis Obispo,"1,200",20/07/2003,,
26/06/2018,D4,0,Kibbie Complex,Tuolumne,"9,815",20/07/2003,,
19/06/2018,D0,69.63,Coyote,San Diego,"18,705",16/07/2003,,
19/06/2018,D1,37.07,Locust,Riverside,"1,898",18/08/2003,,
19/06/2018,D2,20.75,Canoe,Humboldt,"24,882",03/09/2003,,
19/06/2018,D3,2.77,Pass,Riverside,"2,397",21/10/2003,,
19/06/2018,D4,0,Grand Prix,San Bernardino,"66,894",21/10/2003,,
12/06/2018,D0,69.61,Piru,Ventura,"63,991",23/10/2003,,
12/06/2018,D1,37.07,Verdale,Los Angeles,"8,650",24/10/2003,,
12/06/2018,D2,20.75,Simi,Ventura,"108,204",25/10/2003,,
12/06/2018,D3,2.77,Cedar,San Diego,"273,246",25/10/2003,,
12/06/2018,D4,0,Old,San Bernardino,"91,281",25/10/2003,,
05/06/2018,D0,69.61,Otay,San Diego,"46,291",26/10/2003,,
05/06/2018,D1,37.08,Mine,San Diego,"46,000",26/10/2003,,
05/06/2018,D2,20.75,Mountain,Riverside,"10,000",26/10/2003,,
05/06/2018,D3,2.78,Paradise,San Diego,"56,700",26/10/2003,,
05/06/2018,D4,0,Whitmore,Shasta,"1,200",27/10/2003,,
29/05/2018,D0,69.51,Green,Riverside,"2,400",09/02/2002,,
29/05/2018,D1,37.08,Gavilan,San Diego,"5,763",10/02/2002,,
29/05/2018,D2,20.75,Nicholas,Madera,"12,000",16/03/2002,,
29/05/2018,D3,2.78,Aliso,San Diego,"2,400",21/03/2002,,
29/05/2018,D4,0,Bouquet,Los Angeles,"4,977",11/05/2002,,
22/05/2018,D0,69.51,Mateo,San Diego,"1,500",13/05/2002,,
22/05/2018,D1,37.08,State 925,Riverside,"1,472",13/05/2002,,
22/05/2018,D2,20.75,Ahlem,Merced,"6,000",23/05/2002,,
22/05/2018,D3,2.78,Arrowhead,San Bernardino,"2,688",31/05/2002,,
22/05/2018,D4,0,Wolf,Ventura,"21,645",01/06/2002,,
15/05/2018,D0,69.51,Copper,Los Angeles,"23,407",05/06/2002,,
15/05/2018,D1,37.15,Skyway,Butte,"2,000",08/06/2002,,
15/05/2018,D2,20.83,Davis,San Luis Obispo,"2,118",09/06/2002,,
15/05/2018,D3,2.8,Forks,Siskiyou,"1,400",12/06/2002,,
15/05/2018,D4,0,Bluecut,San Bernardino,"6,864",16/06/2002,,
08/05/2018,D0,65.81,Borel,Kern,"3,430",15/06/2002,,
08/05/2018,D1,37.1,Sudden Ranch,Santa Barbara,"7,782",17/06/2002,,
08/05/2018,D2,13.99,Copo,Los Angeles,"1,460",18/06/2002,,
08/05/2018,D3,2.8,Vieux,Alameda,"1,029",18/06/2002,,
08/05/2018,D4,0,Troy,San Diego,"1,188",19/06/2002,,
01/05/2018,D0,65.9,Stage,Tulare,"1,100",22/06/2002,,
01/05/2018,D1,37.1,Louisiana,San Bernardino,"6,574",26/06/2002,,
01/05/2018,D2,13.99,Cottonwood,Merced,"1,000",04/07/2002,,
01/05/2018,D3,2.8,596,Lassen,"4,500",12/07/2002,,
01/05/2018,D4,0,Garnet,San Diego,"1,166",13/07/2002,,
24/04/2018,D0,65.9,Mussolini,Siskiyou,"3,260",13/07/2002,,
24/04/2018,D1,37.1,Sour Biscuit,Del Norte,"28,772",13/07/2002,,
24/04/2018,D2,13.77,Inyo Complex,Inyo,"6,550",15/07/2002,,
24/04/2018,D3,2.55,Horse Complex,Lassen,"1,850",15/07/2002,,
24/04/2018,D4,0,Highway 58,San Luis Obispo,"1,380",18/07/2002,,
17/04/2018,D0,65.9,Deer,Kern,"1,800",21/07/2002,,
17/04/2018,D1,37.1,McNally,Tulare,"150,696",21/07/2002,,
17/04/2018,D2,13.77,Stanza,Siskiyou,"2,880",26/07/2002,,
17/04/2018,D3,2.5,Pines,San Diego,"61,690",29/07/2002,,
17/04/2018,D4,0,Fort Hunter Liggett,Monterey,"1,400",10/08/2002,,
10/04/2018,D0,66.15,Curve,Los Angeles,"20,857",01/09/2002,,
10/04/2018,D1,37.1,Freeway,Los Angeles,"1,043",01/09/2002,,
10/04/2018,D2,13.77,Leona,Los Angeles,"5,124",03/09/2002,,
10/04/2018,D3,2.5,Mountain,Los Angeles,594,09/09/2002,,
10/04/2018,D4,0,Oasis,Los Angeles,"1,305",14/09/2002,,
03/04/2018,D0,77.01,Sierra,Placer,"1,305",18/09/2002,,
03/04/2018,D1,40.9,Williams,Los Angeles,"38,094",22/09/2002,,
03/04/2018,D2,12.72,Croy,Santa Clara,"3,127",23/09/2002,,
03/04/2018,D3,2.5,Cone,Lassen,"2,006",26/09/2002,,
03/04/2018,D4,0,Sixteen,Yolo,"1,500",01/10/2002,,
27/03/2018,D0,77.01,Plum,El Dorado,"1,765",26/11/2002,,
27/03/2018,D1,40.77,Pine,Mendocino,"1,200",26/11/2002,,
27/03/2018,D2,12.56,,,,,,
27/03/2018,D3,2.5,,,,,,
27/03/2018,D4,0,,,,,,
20/03/2018,D0,88.92,,,,,,
20/03/2018,D1,47.68,,,,,,
20/03/2018,D2,22.31,,,,,,
20/03/2018,D3,0.43,,,,,,
20/03/2018,D4,0,,,,,,
13/03/2018,D0,88.92,,,,,,
13/03/2018,D1,47.68,,,,,,
13/03/2018,D2,22.31,,,,,,
13/03/2018,D3,0.43,,,,,,
13/03/2018,D4,0,,,,,,
06/03/2018,D0,91.52,,,,,,
06/03/2018,D1,47.87,,,,,,
06/03/2018,D2,22.4,,,,,,
06/03/2018,D3,0.43,,,,,,
06/03/2018,D4,0,,,,,,
27/02/2018,D0,91.52,,,,,,
27/02/2018,D1,47.87,,,,,,
27/02/2018,D2,19.98,,,,,,
27/02/2018,D3,0,,,,,,
27/02/2018,D4,0,,,,,,
20/02/2018,D0,91.57,,,,,,
20/02/2018,D1,47.87,,,,,,
20/02/2018,D2,19.98,,,,,,
20/02/2018,D3,0,,,,,,
20/02/2018,D4,0,,,,,,
13/02/2018,D0,81.71,,,,,,
13/02/2018,D1,45.71,,,,,,
13/02/2018,D2,19.98,,,,,,
13/02/2018,D3,0,,,,,,
13/02/2018,D4,0,,,,,,
06/02/2018,D0,81.73,,,,,,
06/02/2018,D1,45.6,,,,,,
06/02/2018,D2,6.39,,,,,,
06/02/2018,D3,0,,,,,,
06/02/2018,D4,0,,,,,,
30/01/2018,D0,73.33,,,,,,
30/01/2018,D1,43.72,,,,,,
30/01/2018,D2,4.92,,,,,,
30/01/2018,D3,0,,,,,,
30/01/2018,D4,0,,,,,,
23/01/2018,D0,54.52,,,,,,
23/01/2018,D1,12.69,,,,,,
23/01/2018,D2,0,,,,,,
23/01/2018,D3,0,,,,,,
23/01/2018,D4,0,,,,,,
16/01/2018,D0,46.79,,,,,,
16/01/2018,D1,12.69,,,,,,
16/01/2018,D2,0,,,,,,
16/01/2018,D3,0,,,,,,
16/01/2018,D4,0,,,,,,
09/01/2018,D0,46.42,,,,,,
09/01/2018,D1,12.69,,,,,,
09/01/2018,D2,0,,,,,,
09/01/2018,D3,0,,,,,,
09/01/2018,D4,0,,,,,,
02/01/2018,D0,44.3,,,,,,
02/01/2018,D1,12.69,,,,,,
02/01/2018,D2,0,,,,,,
02/01/2018,D3,0,,,,,,
02/01/2018,D4,0,,,,,,
26/12/2017,D0,44.3,,,,,,
26/12/2017,D1,12.69,,,,,,
26/12/2017,D2,0,,,,,,
26/12/2017,D3,0,,,,,,
26/12/2017,D4,0,,,,,,
19/12/2017,D0,44.3,,,,,,
19/12/2017,D1,12.69,,,,,,
19/12/2017,D2,0,,,,,,
19/12/2017,D3,0,,,,,,
19/12/2017,D4,0,,,,,,
12/12/2017,D0,44.3,,,,,,
12/12/2017,D1,9.9,,,,,,
12/12/2017,D2,0,,,,,,
12/12/2017,D3,0,,,,,,
12/12/2017,D4,0,,,,,,
05/12/2017,D0,34.62,,,,,,
05/12/2017,D1,9.9,,,,,,
05/12/2017,D2,0,,,,,,
05/12/2017,D3,0,,,,,,
05/12/2017,D4,0,,,,,,
28/11/2017,D0,30.91,,,,,,
28/11/2017,D1,8.24,,,,,,
28/11/2017,D2,0,,,,,,
28/11/2017,D3,0,,,,,,
28/11/2017,D4,0,,,,,,
21/11/2017,D0,26.02,,,,,,
21/11/2017,D1,8.24,,,,,,
21/11/2017,D2,0,,,,,,
21/11/2017,D3,0,,,,,,
21/11/2017,D4,0,,,,,,
14/11/2017,D0,26.02,,,,,,
14/11/2017,D1,8.24,,,,,,
14/11/2017,D2,0,,,,,,
14/11/2017,D3,0,,,,,,
14/11/2017,D4,0,,,,,,
07/11/2017,D0,22.1,,,,,,
07/11/2017,D1,8.24,,,,,,
07/11/2017,D2,0,,,,,,
07/11/2017,D3,0,,,,,,
07/11/2017,D4,0,,,,,,
31/10/2017,D0,22.1,,,,,,
31/10/2017,D1,8.24,,,,,,
31/10/2017,D2,0,,,,,,
31/10/2017,D3,0,,,,,,
31/10/2017,D4,0,,,,,,
24/10/2017,D0,22.1,,,,,,
24/10/2017,D1,8.24,,,,,,
24/10/2017,D2,0,,,,,,
24/10/2017,D3,0,,,,,,
24/10/2017,D4,0,,,,,,
17/10/2017,D0,22.12,,,,,,
17/10/2017,D1,8.24,,,,,,
17/10/2017,D2,0,,,,,,
17/10/2017,D3,0,,,,,,
17/10/2017,D4,0,,,,,,
10/10/2017,D0,22.12,,,,,,
10/10/2017,D1,8.24,,,,,,
10/10/2017,D2,0,,,,,,
10/10/2017,D3,0,,,,,,
10/10/2017,D4,0,,,,,,
03/10/2017,D0,22.12,,,,,,
03/10/2017,D1,8.24,,,,,,
03/10/2017,D2,0,,,,,,
03/10/2017,D3,0,,,,,,
03/10/2017,D4,0,,,,,,
26/09/2017,D0,22.12,,,,,,
26/09/2017,D1,8.24,,,,,,
26/09/2017,D2,0,,,,,,
26/09/2017,D3,0,,,,,,
26/09/2017,D4,0,,,,,,
19/09/2017,D0,22.12,,,,,,
19/09/2017,D1,8.24,,,,,,
19/09/2017,D2,0.04,,,,,,
19/09/2017,D3,0,,,,,,
19/09/2017,D4,0,,,,,,
12/09/2017,D0,22.12,,,,,,
12/09/2017,D1,8.24,,,,,,
12/09/2017,D2,0.04,,,,,,
12/09/2017,D3,0,,,,,,
12/09/2017,D4,0,,,,,,
05/09/2017,D0,22.12,,,,,,
05/09/2017,D1,8.24,,,,,,
05/09/2017,D2,0.04,,,,,,
05/09/2017,D3,0,,,,,,
05/09/2017,D4,0,,,,,,
29/08/2017,D0,22.12,,,,,,
29/08/2017,D1,8.24,,,,,,
29/08/2017,D2,0.04,,,,,,
29/08/2017,D3,0,,,,,,
29/08/2017,D4,0,,,,,,
22/08/2017,D0,22.12,,,,,,
22/08/2017,D1,8.24,,,,,,
22/08/2017,D2,0.04,,,,,,
22/08/2017,D3,0,,,,,,
22/08/2017,D4,0,,,,,,
15/08/2017,D0,22.14,,,,,,
15/08/2017,D1,8.24,,,,,,
15/08/2017,D2,0.04,,,,,,
15/08/2017,D3,0,,,,,,
15/08/2017,D4,0,,,,,,
08/08/2017,D0,22.14,,,,,,
08/08/2017,D1,8.24,,,,,,
08/08/2017,D2,1.06,,,,,,
08/08/2017,D3,0,,,,,,
08/08/2017,D4,0,,,,,,
01/08/2017,D0,22.14,,,,,,
01/08/2017,D1,8.24,,,,,,
01/08/2017,D2,1.06,,,,,,
01/08/2017,D3,0,,,,,,
01/08/2017,D4,0,,,,,,
25/07/2017,D0,24.27,,,,,,
25/07/2017,D1,8.24,,,,,,
25/07/2017,D2,1.06,,,,,,
25/07/2017,D3,0,,,,,,
25/07/2017,D4,0,,,,,,
18/07/2017,D0,24.31,,,,,,
18/07/2017,D1,8.24,,,,,,
18/07/2017,D2,1.06,,,,,,
18/07/2017,D3,0,,,,,,
18/07/2017,D4,0,,,,,,
11/07/2017,D0,23.54,,,,,,
11/07/2017,D1,8.24,,,,,,
11/07/2017,D2,1.06,,,,,,
11/07/2017,D3,0,,,,,,
11/07/2017,D4,0,,,,,,
04/07/2017,D0,23.54,,,,,,
04/07/2017,D1,8.24,,,,,,
04/07/2017,D2,1.06,,,,,,
04/07/2017,D3,0,,,,,,
04/07/2017,D4,0,,,,,,
27/06/2017,D0,23.53,,,,,,
27/06/2017,D1,8.24,,,,,,
27/06/2017,D2,1.06,,,,,,
27/06/2017,D3,0,,,,,,
27/06/2017,D4,0,,,,,,
20/06/2017,D0,23.53,,,,,,
20/06/2017,D1,8.24,,,,,,
20/06/2017,D2,1.06,,,,,,
20/06/2017,D3,0,,,,,,
20/06/2017,D4,0,,,,,,
13/06/2017,D0,23.53,,,,,,
13/06/2017,D1,8.24,,,,,,
13/06/2017,D2,1.06,,,,,,
13/06/2017,D3,0,,,,,,
13/06/2017,D4,0,,,,,,
06/06/2017,D0,23.53,,,,,,
06/06/2017,D1,8.24,,,,,,
06/06/2017,D2,1.06,,,,,,
06/06/2017,D3,0,,,,,,
06/06/2017,D4,0,,,,,,
30/05/2017,D0,23.53,,,,,,
30/05/2017,D1,8.24,,,,,,
30/05/2017,D2,1.06,,,,,,
30/05/2017,D3,0,,,,,,
30/05/2017,D4,0,,,,,,
23/05/2017,D0,23.53,,,,,,
23/05/2017,D1,8.24,,,,,,
23/05/2017,D2,1.06,,,,,,
23/05/2017,D3,0,,,,,,
23/05/2017,D4,0,,,,,,
16/05/2017,D0,23.53,,,,,,
16/05/2017,D1,8.24,,,,,,
16/05/2017,D2,1.06,,,,,,
16/05/2017,D3,0,,,,,,
16/05/2017,D4,0,,,,,,
09/05/2017,D0,23.53,,,,,,
09/05/2017,D1,8.24,,,,,,
09/05/2017,D2,1.06,,,,,,
09/05/2017,D3,0,,,,,,
09/05/2017,D4,0,,,,,,
02/05/2017,D0,23.53,,,,,,
02/05/2017,D1,8.24,,,,,,
02/05/2017,D2,1.06,,,,,,
02/05/2017,D3,0,,,,,,
02/05/2017,D4,0,,,,,,
25/04/2017,D0,23.46,,,,,,
25/04/2017,D1,8.24,,,,,,
25/04/2017,D2,1.06,,,,,,
25/04/2017,D3,0,,,,,,
25/04/2017,D4,0,,,,,,
18/04/2017,D0,23.46,,,,,,
18/04/2017,D1,8.24,,,,,,
18/04/2017,D2,1.06,,,,,,
18/04/2017,D3,0,,,,,,
18/04/2017,D4,0,,,,,,
11/04/2017,D0,23.46,,,,,,
11/04/2017,D1,8.24,,,,,,
11/04/2017,D2,1.06,,,,,,
11/04/2017,D3,0,,,,,,
11/04/2017,D4,0,,,,,,
04/04/2017,D0,23.46,,,,,,
04/04/2017,D1,8.24,,,,,,
04/04/2017,D2,1.06,,,,,,
04/04/2017,D3,0,,,,,,
04/04/2017,D4,0,,,,,,
28/03/2017,D0,23.46,,,,,,
28/03/2017,D1,8.24,,,,,,
28/03/2017,D2,1.06,,,,,,
28/03/2017,D3,0,,,,,,
28/03/2017,D4,0,,,,,,
21/03/2017,D0,23.46,,,,,,
21/03/2017,D1,8.24,,,,,,
21/03/2017,D2,1.06,,,,,,
21/03/2017,D3,0,,,,,,
21/03/2017,D4,0,,,,,,
14/03/2017,D0,23.46,,,,,,
14/03/2017,D1,8.24,,,,,,
14/03/2017,D2,1.06,,,,,,
14/03/2017,D3,0,,,,,,
14/03/2017,D4,0,,,,,,
07/03/2017,D0,23.46,,,,,,
07/03/2017,D1,8.24,,,,,,
07/03/2017,D2,1.1,,,,,,
07/03/2017,D3,0,,,,,,
07/03/2017,D4,0,,,,,,
28/02/2017,D0,25.51,,,,,,
28/02/2017,D1,8.73,,,,,,
28/02/2017,D2,4.08,,,,,,
28/02/2017,D3,0,,,,,,
28/02/2017,D4,0,,,,,,
21/02/2017,D0,38.34,,,,,,
21/02/2017,D1,16.87,,,,,,
21/02/2017,D2,4.19,,,,,,
21/02/2017,D3,0,,,,,,
21/02/2017,D4,0,,,,,,
14/02/2017,D0,56.06,,,,,,
14/02/2017,D1,24.19,,,,,,
14/02/2017,D2,7.41,,,,,,
14/02/2017,D3,0.73,,,,,,
14/02/2017,D4,0,,,,,,
07/02/2017,D0,58.54,,,,,,
07/02/2017,D1,46.99,,,,,,
07/02/2017,D2,10.93,,,,,,
07/02/2017,D3,0.73,,,,,,
07/02/2017,D4,0,,,,,,
31/01/2017,D0,61.02,,,,,,
31/01/2017,D1,50.8,,,,,,
31/01/2017,D2,20.3,,,,,,
31/01/2017,D3,1.87,,,,,,
31/01/2017,D4,0,,,,,,
24/01/2017,D0,61.27,,,,,,
24/01/2017,D1,51.4,,,,,,
24/01/2017,D2,26.46,,,,,,
24/01/2017,D3,2.16,,,,,,
24/01/2017,D4,0,,,,,,
17/01/2017,D0,64.44,,,,,,
17/01/2017,D1,57.51,,,,,,
17/01/2017,D2,44.35,,,,,,
17/01/2017,D3,24.3,,,,,,
17/01/2017,D4,2.13,,,,,,
10/01/2017,D0,65.38,,,,,,
10/01/2017,D1,58.22,,,,,,
10/01/2017,D2,49.22,,,,,,
10/01/2017,D3,27.8,,,,,,
10/01/2017,D4,2.13,,,,,,
03/01/2017,D0,81.93,,,,,,
03/01/2017,D1,67.61,,,,,,
03/01/2017,D2,54.02,,,,,,
03/01/2017,D3,38.17,,,,,,
03/01/2017,D4,18.31,,,,,,
27/12/2016,D0,82.53,,,,,,
27/12/2016,D1,68.87,,,,,,
27/12/2016,D2,57.79,,,,,,
27/12/2016,D3,40.6,,,,,,
27/12/2016,D4,18.31,,,,,,
20/12/2016,D0,84.91,,,,,,
20/12/2016,D1,70.11,,,,,,
20/12/2016,D2,59.09,,,,,,
20/12/2016,D3,41.55,,,,,,
20/12/2016,D4,19.75,,,,,,
13/12/2016,D0,87.84,,,,,,
13/12/2016,D1,73.04,,,,,,
13/12/2016,D2,60.27,,,,,,
13/12/2016,D3,42.8,,,,,,
13/12/2016,D4,21.04,,,,,,
06/12/2016,D0,87.97,,,,,,
06/12/2016,D1,73.04,,,,,,
06/12/2016,D2,60.27,,,,,,
06/12/2016,D3,42.8,,,,,,
06/12/2016,D4,21.04,,,,,,
29/11/2016,D0,87.97,,,,,,
29/11/2016,D1,73.04,,,,,,
29/11/2016,D2,60.27,,,,,,
29/11/2016,D3,42.8,,,,,,
29/11/2016,D4,21.04,,,,,,
22/11/2016,D0,87.97,,,,,,
22/11/2016,D1,73.04,,,,,,
22/11/2016,D2,60.27,,,,,,
22/11/2016,D3,42.8,,,,,,
22/11/2016,D4,21.04,,,,,,
15/11/2016,D0,87.97,,,,,,
15/11/2016,D1,73.04,,,,,,
15/11/2016,D2,60.27,,,,,,
15/11/2016,D3,42.8,,,,,,
15/11/2016,D4,21.04,,,,,,
08/11/2016,D0,87.97,,,,,,
08/11/2016,D1,73.04,,,,,,
08/11/2016,D2,60.27,,,,,,
08/11/2016,D3,42.8,,,,,,
08/11/2016,D4,21.04,,,,,,
01/11/2016,D0,87.97,,,,,,
01/11/2016,D1,75.26,,,,,,
01/11/2016,D2,61.38,,,,,,
01/11/2016,D3,42.8,,,,,,
01/11/2016,D4,21.04,,,,,,
25/10/2016,D0,91.04,,,,,,
25/10/2016,D1,81.12,,,,,,
25/10/2016,D2,61.81,,,,,,
25/10/2016,D3,42.8,,,,,,
25/10/2016,D4,21.04,,,,,,
18/10/2016,D0,92.23,,,,,,
18/10/2016,D1,81.12,,,,,,
18/10/2016,D2,61.81,,,,,,
18/10/2016,D3,42.8,,,,,,
18/10/2016,D4,21.04,,,,,,
11/10/2016,D0,100,,,,,,
11/10/2016,D1,83.59,,,,,,
11/10/2016,D2,62.27,,,,,,
11/10/2016,D3,42.8,,,,,,
11/10/2016,D4,21.04,,,,,,
04/10/2016,D0,100,,,,,,
04/10/2016,D1,83.59,,,,,,
04/10/2016,D2,62.27,,,,,,
04/10/2016,D3,42.8,,,,,,
04/10/2016,D4,21.04,,,,,,
27/09/2016,D0,100,,,,,,
27/09/2016,D1,83.59,,,,,,
27/09/2016,D2,62.27,,,,,,
27/09/2016,D3,42.8,,,,,,
27/09/2016,D4,21.04,,,,,,
20/09/2016,D0,100,,,,,,
20/09/2016,D1,83.59,,,,,,
20/09/2016,D2,62.27,,,,,,
20/09/2016,D3,42.8,,,,,,
20/09/2016,D4,21.04,,,,,,
13/09/2016,D0,100,,,,,,
13/09/2016,D1,83.59,,,,,,
13/09/2016,D2,62.27,,,,,,
13/09/2016,D3,42.8,,,,,,
13/09/2016,D4,21.04,,,,,,
06/09/2016,D0,100,,,,,,
06/09/2016,D1,83.59,,,,,,
06/09/2016,D2,59.02,,,,,,
06/09/2016,D3,42.8,,,,,,
06/09/2016,D4,21.04,,,,,,
30/08/2016,D0,100,,,,,,
30/08/2016,D1,83.59,,,,,,
30/08/2016,D2,59.02,,,,,,
30/08/2016,D3,42.8,,,,,,
30/08/2016,D4,21.04,,,,,,
23/08/2016,D0,100,,,,,,
23/08/2016,D1,83.59,,,,,,
23/08/2016,D2,59.02,,,,,,
23/08/2016,D3,42.8,,,,,,
23/08/2016,D4,21.04,,,,,,
16/08/2016,D0,100,,,,,,
16/08/2016,D1,83.59,,,,,,
16/08/2016,D2,59.02,,,,,,
16/08/2016,D3,42.8,,,,,,
16/08/2016,D4,21.04,,,,,,
09/08/2016,D0,100,,,,,,
09/08/2016,D1,83.59,,,,,,
09/08/2016,D2,59.02,,,,,,
09/08/2016,D3,42.8,,,,,,
09/08/2016,D4,21.04,,,,,,
02/08/2016,D0,100,,,,,,
02/08/2016,D1,83.59,,,,,,
02/08/2016,D2,59.02,,,,,,
02/08/2016,D3,42.8,,,,,,
02/08/2016,D4,21.04,,,,,,
26/07/2016,D0,100,,,,,,
26/07/2016,D1,83.59,,,,,,
26/07/2016,D2,59.02,,,,,,
26/07/2016,D3,42.8,,,,,,
